Disease Name,TreeNumber
Trigeminal Neuralgia,C07.465.299.625.500.700
Trigeminal Neuralgia,C10.292.319.625.700.700
Trilogy of Fallot,C14.240.400.960
Trilogy of Fallot,C14.280.400.960
Trilogy of Fallot,C16.131.240.400.960
Trismus,C10.597.613.750.700
Trismus,C23.888.592.608.750.700
Trisomy,C23.550.210.050.750
Trisomy,C23.550.210.182.500
Trombiculiasis,C01.610.858.211.480.869
Trophoblastic Neoplasms,C04.557.465.955
Trophoblastic Neoplasms,C04.850.908
Trophoblastic Neoplasms,C12.050.703.720.949
"Truncus Arteriosus, Persistent",C14.240.400.560.098.500
"Truncus Arteriosus, Persistent",C14.280.400.560.098.500
"Truncus Arteriosus, Persistent",C16.131.240.400.560.098.500
Trypanosomiasis,C01.610.752.300.900
"Trypanosomiasis, African",C01.610.752.300.900.719
"Trypanosomiasis, African",C01.920.937
"Trypanosomiasis, Bovine",C01.610.701.688.896
"Trypanosomiasis, Bovine",C01.610.752.300.900.802
"Trypanosomiasis, Bovine",C01.610.752.625.896
"Trypanosomiasis, Bovine",C22.196.888
"Trypanosomiasis, Bovine",C22.674.710.896
Chagas Disease,C01.610.752.300.900.200
Chagas Disease,C01.920.625
Tuberculoma,C01.150.252.410.040.552.846.493
Tuberculosis,C01.150.252.410.040.552.846
"Tuberculosis, Avian",C01.150.252.410.040.552.846.516
"Tuberculosis, Avian",C22.131.921
"Tuberculosis, Bovine",C01.150.252.410.040.552.846.538
"Tuberculosis, Bovine",C22.196.927
"Tuberculosis, Cardiovascular",C01.150.252.410.040.552.846.617.150
"Tuberculosis, Cardiovascular",C01.190.750
"Tuberculosis, Cardiovascular",C14.260.750
"Tuberculosis, Cutaneous",C01.150.252.410.040.552.846.617.250
"Tuberculosis, Cutaneous",C01.150.252.819.820
"Tuberculosis, Cutaneous",C01.800.720.820
"Tuberculosis, Cutaneous",C17.800.838.765.820
"Tuberculosis, Endocrine",C01.150.252.410.040.552.846.617.300
"Tuberculosis, Endocrine",C19.927
"Tuberculosis, Female Genital",C01.150.252.410.040.552.846.617.900.596
"Tuberculosis, Female Genital",C12.050.351.500.758
"Tuberculosis, Female Genital",C12.050.351.750.940
"Tuberculosis, Female Genital",C12.100.250.758
"Tuberculosis, Female Genital",C12.600.940
"Tuberculosis, Gastrointestinal",C01.150.252.410.040.552.846.617.350
"Tuberculosis, Gastrointestinal",C06.405.874
"Tuberculosis, Hepatic",C01.150.252.410.040.552.846.617.400
"Tuberculosis, Hepatic",C06.552.933
"Tuberculosis, Laryngeal",C01.150.252.410.040.552.846.617.450
"Tuberculosis, Laryngeal",C01.748.860
"Tuberculosis, Laryngeal",C08.360.860
"Tuberculosis, Laryngeal",C08.730.860
"Tuberculosis, Laryngeal",C09.400.860
"Tuberculosis, Lymph Node",C01.150.252.410.040.552.846.617.475
"Tuberculosis, Male Genital",C01.150.252.410.040.552.846.617.900.721
"Tuberculosis, Male Genital",C12.100.500.909
"Tuberculosis, Male Genital",C12.200.294.909
"Tuberculosis, Male Genital",C12.200.672.721
"Tuberculosis, Male Genital",C12.600.955
"Tuberculosis, Meningeal",C01.150.252.223.500.937
"Tuberculosis, Meningeal",C01.150.252.223.850.800
"Tuberculosis, Meningeal",C01.150.252.410.040.552.846.617.200.600
"Tuberculosis, Meningeal",C01.207.180.500.937
"Tuberculosis, Meningeal",C01.207.180.850.800
"Tuberculosis, Meningeal",C10.228.228.180.500.937
"Tuberculosis, Meningeal",C10.228.228.180.850.800
"Tuberculosis, Meningeal",C10.586.625.280.915
"Tuberculosis, Miliary",C01.150.252.410.040.552.846.764
"Tuberculosis, Ocular",C01.150.252.289.800
"Tuberculosis, Ocular",C01.375.354.800
"Tuberculosis, Ocular",C11.294.354.800
"Tuberculosis, Oral",C01.150.252.410.040.552.846.617.500
"Tuberculosis, Oral",C07.465.943
"Tuberculosis, Osteoarticular",C01.150.252.410.040.552.846.617.525
"Tuberculosis, Osteoarticular",C01.160.886
"Tuberculosis, Osteoarticular",C05.116.165.886
"Peritonitis, Tuberculous",C01.150.252.410.040.552.846.617.100
"Peritonitis, Tuberculous",C01.463.600.249
"Peritonitis, Tuberculous",C06.844.640.249
"Tuberculosis, Pleural",C01.150.252.410.040.552.846.617.550
"Tuberculosis, Pleural",C01.748.912
"Tuberculosis, Pleural",C08.528.928
"Tuberculosis, Pleural",C08.730.912
"Tuberculosis, Pulmonary",C01.150.252.410.040.552.846.899
"Tuberculosis, Pulmonary",C01.748.939
"Tuberculosis, Pulmonary",C08.381.922
"Tuberculosis, Pulmonary",C08.730.939
"Tuberculosis, Renal",C01.150.252.410.040.552.846.617.900.847
"Tuberculosis, Renal",C12.050.351.750.970
"Tuberculosis, Renal",C12.050.351.968.419.912
"Tuberculosis, Renal",C12.200.672.847
"Tuberculosis, Renal",C12.200.777.419.912
"Tuberculosis, Renal",C12.600.970
"Tuberculosis, Renal",C12.950.419.912
"Tuberculosis, Spinal",C01.150.252.410.040.552.846.617.525.722
"Tuberculosis, Spinal",C01.160.886.722
"Tuberculosis, Spinal",C05.116.165.886.722
"Tuberculosis, Spinal",C05.116.900.853.850
"Tuberculosis, Splenic",C01.150.252.410.040.552.846.617.725
"Tuberculosis, Splenic",C15.604.744.909
"Tuberculosis, Urogenital",C01.150.252.410.040.552.846.617.900
"Tuberculosis, Urogenital",C12.050.351.750
"Tuberculosis, Urogenital",C12.200.672
"Tuberculosis, Urogenital",C12.600
Tuberous Sclerosis,C04.445.810
Tuberous Sclerosis,C04.651.800
Tuberous Sclerosis,C04.700.700
Tuberous Sclerosis,C10.500.507.400.750
Tuberous Sclerosis,C10.562.850
Tuberous Sclerosis,C10.574.500.865
Tuberous Sclerosis,C16.131.666.507.400.750
Tuberous Sclerosis,C16.320.400.880
Tuberous Sclerosis,C16.320.700.700
Tularemia,C01.150.252.400.900
Tularemia,C01.920.930.943
Tumor Virus Infections,C01.925.928
Turner Syndrome,C12.050.351.875.253.309.872
Turner Syndrome,C12.050.351.875.253.795.750
Turner Syndrome,C12.200.706.316.309.872
Turner Syndrome,C12.200.706.316.795.750
Turner Syndrome,C12.800.316.309.872
Turner Syndrome,C12.800.316.795.750
Turner Syndrome,C14.240.400.980
Turner Syndrome,C14.280.400.980
Turner Syndrome,C16.131.240.400.970
Turner Syndrome,C16.131.260.830.835.750
Turner Syndrome,C16.131.939.316.309.872
Turner Syndrome,C16.131.939.316.795.750
Turner Syndrome,C16.320.180.830.835.750
Turner Syndrome,C19.391.119.309.872
Turner Syndrome,C19.391.119.795.750
"Twins, Conjoined",C16.131.085.806
Typhoid Fever,C01.150.252.400.310.821.873
"Typhus, Endemic Flea-Borne",C01.150.252.400.789.725.800
"Typhus, Endemic Flea-Borne",C01.920.914.725.800
"Typhus, Epidemic Louse-Borne",C01.150.252.400.789.725.805
"Typhus, Epidemic Louse-Borne",C01.920.914.725.805
Ulcer,C23.550.891
Ulna Fractures,C26.088.268.807
Ulna Fractures,C26.404.937
Unconsciousness,C10.597.606.358.800
Unconsciousness,C23.888.592.604.359.800
Urachal Cyst,C04.182.946
Uremia,C12.050.351.968.419.936
Uremia,C12.200.777.419.936
Uremia,C12.950.419.936
Ureteral Calculi,C12.050.351.968.725.938.500
Ureteral Calculi,C12.050.351.968.967.374.500
Ureteral Calculi,C12.050.351.968.967.500.851
Ureteral Calculi,C12.200.777.725.938.500
Ureteral Calculi,C12.200.777.967.374.500
Ureteral Calculi,C12.200.777.967.500.851
Ureteral Calculi,C12.950.725.938.500
Ureteral Calculi,C12.950.967.374.500
Ureteral Calculi,C12.950.967.500.851
Ureteral Calculi,C23.300.175.850.750
Ureteral Diseases,C12.050.351.968.725
Ureteral Diseases,C12.200.777.725
Ureteral Diseases,C12.950.725
Ureteral Neoplasms,C04.588.945.947.940
Ureteral Neoplasms,C12.050.351.937.820.875
Ureteral Neoplasms,C12.050.351.968.725.676
Ureteral Neoplasms,C12.200.758.820.875
Ureteral Neoplasms,C12.200.777.725.676
Ureteral Neoplasms,C12.900.820.875
Ureteral Neoplasms,C12.950.725.676
Ureteral Neoplasms,C12.950.983.875
Ureteral Obstruction,C12.050.351.968.725.776
Ureteral Obstruction,C12.200.777.725.776
Ureteral Obstruction,C12.950.725.776
Ureterocele,C12.050.351.968.725.876
Ureterocele,C12.200.777.725.876
Ureterocele,C12.950.725.876
Urethral Diseases,C12.050.351.968.767
Urethral Diseases,C12.200.777.767
Urethral Diseases,C12.950.767
Urethral Neoplasms,C04.588.945.947.945
Urethral Neoplasms,C12.050.351.937.820.890
Urethral Neoplasms,C12.050.351.968.767.601
Urethral Neoplasms,C12.200.758.820.937
Urethral Neoplasms,C12.200.777.767.601
Urethral Neoplasms,C12.900.820.890
Urethral Neoplasms,C12.950.767.601
Urethral Neoplasms,C12.950.983.890
Urethral Obstruction,C12.050.351.968.767.700
Urethral Obstruction,C12.200.777.767.700
Urethral Obstruction,C12.950.767.700
Urethral Stricture,C12.050.351.968.767.700.700
Urethral Stricture,C12.200.777.767.700.700
Urethral Stricture,C12.950.767.700.700
Urethritis,C12.050.351.968.767.851
Urethritis,C12.200.777.767.851
Urethritis,C12.950.767.851
Urinary Calculi,C12.050.351.968.967.500
Urinary Calculi,C12.200.777.967.500
Urinary Calculi,C12.950.967.500
Urinary Calculi,C23.300.175.850
Urinary Fistula,C12.050.351.875.881
Urinary Fistula,C12.200.706.881
Urinary Fistula,C12.800.881
Urinary Fistula,C23.300.575.825
Urinary Incontinence,C12.050.351.968.934.814
Urinary Incontinence,C12.200.777.934.852
Urinary Incontinence,C12.950.934.814
Urinary Incontinence,C23.888.942.343.800
"Urinary Incontinence, Stress",C12.050.351.968.934.814.500
"Urinary Incontinence, Stress",C12.200.777.934.852.249
"Urinary Incontinence, Stress",C12.950.934.814.500
"Urinary Incontinence, Stress",C23.888.942.343.800.500
Urinary Tract Infections,C01.915
Urinary Tract Infections,C12.050.351.968.892
Urinary Tract Infections,C12.200.777.892
Urinary Tract Infections,C12.950.892
Urination Disorders,C12.050.351.968.934
Urination Disorders,C12.200.777.934
Urination Disorders,C12.950.934
Urogenital Abnormalities,C12.050.351.875
Urogenital Abnormalities,C12.200.706
Urogenital Abnormalities,C12.800
Urogenital Abnormalities,C16.131.939
Urogenital Neoplasms,C04.588.945
Urogenital Neoplasms,C12.050.351.937
Urogenital Neoplasms,C12.200.758
Urogenital Neoplasms,C12.900
Urologic Diseases,C12.050.351.968
Urologic Diseases,C12.200.777
Urologic Diseases,C12.950
Urologic Neoplasms,C04.588.945.947
Urologic Neoplasms,C12.050.351.937.820
Urologic Neoplasms,C12.200.758.820
Urologic Neoplasms,C12.900.820
Urologic Neoplasms,C12.950.983
Urticaria,C17.800.862.945
Urticaria,C20.543.480.904
Urticaria Pigmentosa,C04.557.450.565.465.500.850
Urticaria Pigmentosa,C04.588.805.309.850
Urticaria Pigmentosa,C17.800.621.893
Urticaria Pigmentosa,C17.800.882.356.850
Urticaria Pigmentosa,C20.762.750.563.850
Uterine Diseases,C12.050.351.500.852
Uterine Diseases,C12.100.250.852
Uterine Hemorrhage,C12.050.351.500.852.691
Uterine Hemorrhage,C12.100.250.852.691
Uterine Hemorrhage,C23.550.414.993
Uterine Inertia,C12.050.703.420.288.728
Uterine Neoplasms,C04.588.945.418.948
Uterine Neoplasms,C12.050.351.500.852.762
Uterine Neoplasms,C12.050.351.937.418.875
Uterine Neoplasms,C12.100.250.852.762
Uterine Neoplasms,C12.900.418.875
Uterine Perforation,C12.050.351.500.852.904.500
Uterine Perforation,C12.100.250.852.904.500
Uterine Perforation,C26.761.853.500
Uterine Prolapse,C12.050.351.500.852.833
Uterine Prolapse,C12.100.250.852.833
Uterine Prolapse,C23.300.842.624.750
Uterine Rupture,C12.050.351.500.852.904
Uterine Rupture,C12.050.703.420.904
Uterine Rupture,C12.100.250.852.904
Uterine Rupture,C26.761.853
Uveal Diseases,C11.941
Uveal Neoplasms,C04.588.364.978
Uveal Neoplasms,C11.319.494
Uveal Neoplasms,C11.941.855
Uveitis,C11.941.879
"Uveitis, Anterior",C11.941.879.780.880
Uveomeningoencephalitic Syndrome,C10.114.843
Uveomeningoencephalitic Syndrome,C11.941.879.980
Uveomeningoencephalitic Syndrome,C20.111.258.925
Uveoparotid Fever,C15.604.515.827.865
Uveoparotid Fever,C20.543.418.575.865
Vaccinia,C01.925.256.743.929
Vaginal Diseases,C12.050.351.500.894
Vaginal Diseases,C12.100.250.894
Vaginal Fistula,C12.050.351.500.894.767
Vaginal Fistula,C12.100.250.894.767
Vaginal Fistula,C23.300.575.925
Vaginal Neoplasms,C04.588.945.418.955
Vaginal Neoplasms,C12.050.351.500.894.834
Vaginal Neoplasms,C12.050.351.937.418.937
Vaginal Neoplasms,C12.100.250.894.834
Vaginal Neoplasms,C12.900.418.937
Vaginitis,C12.050.351.500.894.906
Vaginitis,C12.100.250.894.906
Varicocele,C12.100.500.936
Varicocele,C12.200.294.936
Varicocele,C14.907.903
Varicose Ulcer,C14.907.927.730
Varicose Ulcer,C17.800.893.592.730
Varicose Veins,C14.907.927
Vascular Diseases,C14.907
Vascular Headaches,C10.228.140.300.800
Vascular Headaches,C10.228.140.546.699.500
Vascular Headaches,C14.907.253.937
Vasculitis,C14.907.940
Velopharyngeal Insufficiency,C07.465.525.955
Velopharyngeal Insufficiency,C07.550.966
Velopharyngeal Insufficiency,C07.650.525.955
Velopharyngeal Insufficiency,C09.775.955
Velopharyngeal Insufficiency,C16.131.850.525.955
"Venereal Tumors, Veterinary",C04.588.945.956
"Venereal Tumors, Veterinary",C22.950
Venous Insufficiency,C14.907.952
Ventricular Fibrillation,C14.280.067.922
Ventricular Fibrillation,C23.550.073.922
Ventricular Outflow Obstruction,C14.280.955
Vertebrobasilar Insufficiency,C10.228.140.300.150.956
Vertebrobasilar Insufficiency,C14.907.253.092.956
Vertigo,C09.218.568.900.883
Vertigo,C10.597.951
Vertigo,C23.888.592.958
Vesico-Ureteral Reflux,C12.050.351.968.829.920
Vesico-Ureteral Reflux,C12.200.777.829.920
Vesico-Ureteral Reflux,C12.950.829.920
Vesicovaginal Fistula,C12.050.351.500.894.767.500
Vesicovaginal Fistula,C12.050.351.875.881.312.733
Vesicovaginal Fistula,C12.050.351.968.829.548.733
Vesicovaginal Fistula,C12.100.250.894.767.500
Vesicovaginal Fistula,C12.950.829.548.733
Vesicovaginal Fistula,C23.300.575.825.250.775
Vesicovaginal Fistula,C23.300.575.925.816
Vesicular Exanthema of Swine,C01.925.782.160.927
Vesicular Exanthema of Swine,C22.905.927
Vibrio Infections,C01.150.252.400.959
Viremia,C01.925.937
Viremia,C23.550.470.790.500.900
Virilism,C23.888.971
Virus Diseases,C01.925
Visceral Prolapse,C06.405.937
Visceral Prolapse,C23.300.842.624.875
Vision Disorders,C10.597.751.941
Vision Disorders,C11.966
Vision Disorders,C23.888.592.763.941
Vitamin A Deficiency,C18.654.521.500.133.628
Vitamin B Deficiency,C18.654.521.500.133.699
Vitamin B 12 Deficiency,C18.654.521.500.133.699.923
Vitamin D Deficiency,C18.654.521.500.133.770
Vitamin E Deficiency,C18.654.521.500.133.841
Vitamin K Deficiency,C15.378.100.920
Vitamin K Deficiency,C15.378.463.841
Vitamin K Deficiency,C18.654.521.500.133.912
Vitiligo,C17.800.621.440.895
Vitreous Hemorrhage,C11.290.960
Vitreous Hemorrhage,C23.550.414.756.887
Vocal Cord Paralysis,C08.360.931
Vocal Cord Paralysis,C09.400.931
Vocal Cord Paralysis,C10.292.887.800
Vocal Cord Paralysis,C10.597.622.943
Vocal Cord Paralysis,C23.888.592.636.943
Voice Disorders,C08.360.940
Voice Disorders,C09.400.940
Voice Disorders,C10.597.975
Voice Disorders,C23.888.592.979
Vomiting,C23.888.821.937
"Vomiting, Anticipatory",C23.888.821.937.080
von Willebrand Diseases,C15.378.100.100.900
von Willebrand Diseases,C15.378.100.141.900
von Willebrand Diseases,C15.378.140.900
von Willebrand Diseases,C15.378.463.920
von Willebrand Diseases,C16.320.099.920
Vulvar Diseases,C12.050.351.500.944
Vulvar Diseases,C12.100.250.944
Vulvar Neoplasms,C04.588.945.418.968
Vulvar Neoplasms,C12.050.351.500.944.819
Vulvar Neoplasms,C12.050.351.937.418.968
Vulvar Neoplasms,C12.100.250.944.819
Vulvar Neoplasms,C12.900.418.968
Vulvitis,C12.050.351.500.944.902
Vulvitis,C12.100.250.944.902
Vulvovaginitis,C12.050.351.500.894.906.820
Vulvovaginitis,C12.050.351.500.944.902.737
Vulvovaginitis,C12.100.250.894.906.820
Vulvovaginitis,C12.100.250.944.902.737
Waardenburg Syndrome,C16.131.077.938
Lateral Medullary Syndrome,C10.228.140.300.150.477.100.500
Lateral Medullary Syndrome,C10.228.140.300.775.200.100.500
Lateral Medullary Syndrome,C14.907.253.092.477.100.500
Lateral Medullary Syndrome,C14.907.253.855.200.100.500
Lateral Medullary Syndrome,C23.550.513.355.250.100.500
Lateral Medullary Syndrome,C23.550.717.489.250.100.500
Wallerian Degeneration,C23.550.737.750
Warts,C01.925.256.650.810
Warts,C01.925.825.810
Warts,C01.925.928.914
Warts,C17.800.838.790.810
Water Intoxication,C18.452.950.932
Water Intoxication,C25.723.932
Water-Electrolyte Imbalance,C18.452.950
Waterhouse-Friderichsen Syndrome,C01.150.252.223.500.750.500
Waterhouse-Friderichsen Syndrome,C01.150.252.400.625.549.449.800
Waterhouse-Friderichsen Syndrome,C01.207.180.500.750.500
Waterhouse-Friderichsen Syndrome,C10.228.228.180.500.750.500
Waterhouse-Friderichsen Syndrome,C10.586.625.280.505.904
Waterhouse-Friderichsen Syndrome,C15.378.100.802.843
Waterhouse-Friderichsen Syndrome,C15.378.463.950
Waterhouse-Friderichsen Syndrome,C19.053.500.740
Waterhouse-Friderichsen Syndrome,C23.550.414.950.843
Waterhouse-Friderichsen Syndrome,C23.888.885.687.843
Granulomatosis with Polyangiitis,C08.381.483.950
Granulomatosis with Polyangiitis,C14.907.940.897.249.750
Granulomatosis with Polyangiitis,C17.800.862.105.875
Granulomatosis with Polyangiitis,C20.111.193.875
Weil Disease,C01.150.252.400.794.511.739
Spinal Muscular Atrophies of Childhood,C10.228.854.468.800
Spinal Muscular Atrophies of Childhood,C10.574.500.812
Spinal Muscular Atrophies of Childhood,C10.574.562.500.750
Spinal Muscular Atrophies of Childhood,C10.668.467.500.750
Spinal Muscular Atrophies of Childhood,C16.320.400.765
Werner Syndrome,C16.320.925
Werner Syndrome,C18.452.284.960
Wernicke Encephalopathy,C10.228.140.163.960
Wernicke Encephalopathy,C18.452.132.960
Wernicke Encephalopathy,C18.654.521.500.133.699.827.822
Wernicke Encephalopathy,C25.775.100.625
West Nile Fever,C01.207.245.340.300.887
West Nile Fever,C01.207.399.750.300.887
West Nile Fever,C01.920.313.156.950
West Nile Fever,C01.920.852.500.950
West Nile Fever,C01.925.081.343.950
West Nile Fever,C01.925.182.525.300.850
West Nile Fever,C01.925.782.310.950
West Nile Fever,C01.925.782.350.250.900
West Nile Fever,C10.228.140.430.520.750.300.887
West Nile Fever,C10.228.228.245.340.300.887
West Nile Fever,C10.228.228.399.750.300.887
West Nile Fever,C10.586.250.520.750.300.887
Whiplash Injuries,C26.700.500
White Muscle Disease,C22.595.740
Whooping Cough,C01.150.252.400.143.500
Whooping Cough,C01.748.969
Whooping Cough,C08.730.969
Wiskott-Aldrich Syndrome,C15.378.100.100.970
Wiskott-Aldrich Syndrome,C15.378.243.750.605.900
Wiskott-Aldrich Syndrome,C15.378.463.960
Wiskott-Aldrich Syndrome,C15.378.553.546.605.900
Wiskott-Aldrich Syndrome,C16.320.099.970
Wiskott-Aldrich Syndrome,C16.320.322.937
Wiskott-Aldrich Syndrome,C16.320.798.875
Wiskott-Aldrich Syndrome,C20.673.627.900
Wiskott-Aldrich Syndrome,C20.673.795.875
Wissler's Syndrome,C05.550.114.843.823
Wissler's Syndrome,C05.799.825.823
Wissler's Syndrome,C20.543.928
Wolff-Parkinson-White Syndrome,C14.280.067.780.977
Wolff-Parkinson-White Syndrome,C14.280.123.750.977
Wolff-Parkinson-White Syndrome,C16.131.240.400.980
Wolfram Syndrome,C09.218.458.341.186.500.750
Wolfram Syndrome,C10.292.700.225.500.980
Wolfram Syndrome,C10.574.500.662.980
Wolfram Syndrome,C10.597.751.418.341.186.500.750
Wolfram Syndrome,C10.597.751.941.162.625.750
Wolfram Syndrome,C11.270.564.980
Wolfram Syndrome,C11.640.451.451.980
Wolfram Syndrome,C11.966.075.375.750
Wolfram Syndrome,C12.050.351.968.419.135.875
Wolfram Syndrome,C12.200.777.419.135.875
Wolfram Syndrome,C12.950.419.135.875
Wolfram Syndrome,C16.131.077.299.750
Wolfram Syndrome,C16.320.290.564.980
Wolfram Syndrome,C16.320.400.630.980
Wolfram Syndrome,C18.452.394.750.124.960
Wolfram Syndrome,C19.246.267.960
Wolfram Syndrome,C19.700.159.875
Wound Infection,C01.947
Wounds and Injuries,C26
"Wounds, Gunshot",C26.986.900
"Wounds, Nonpenetrating",C26.974
"Wounds, Penetrating",C26.986
